0.2,Max14:9.0,Sherman12:9.2,Chris20:9.3,Jeffrey1:9.3,Marcus17:9.0,Karen13:9.2,Ryan18:8.8,Frank8:9.1,Joeseph9:9.0,Jose15:9.3,Martin16:9.2,Khoman 6:8.8,Jessica10:8.8,Jonathan5:8.9,Tom11:8.8,Michael7:9.0,Vivien3:8.9,Alex2:9.3,John4:9.0
0.2,Max14:9.0,Sherman12:9.2,Chris20:9.3,Jeffrey1:9.3,Marcus17:9.0,Karen13:9.3,Ryan18:8.7,Frank8:9.1,Joeseph9:9.1,Jose15:9.3,Martin16:9.2,Khoman 6:8.7,Jessica10:8.8,Jonathan5:9.0,Tom11:8.8,Michael7:8.9,Vivien3:8.8,Alex2:9.3,John4:9.1
0.2,Max14:8.9,Sherman12:9.2,Chris20:9.6,Jeffrey1:9.6,Marcus17:9.0,Karen13:9.3,Ryan18:8.7,Frank8:9.1,Joeseph9:9.0,Jose15:9.6,Martin16:9.3,Khoman 6:8.7,Jessica10:8.7,Jonathan5:8.9,Tom11:8.7,Michael7:9.0,Vivien3:8.8,Alex2:9.6,John4:9.0
0.0,Max14:8.9,Sherman12:9.2,Chris20:9.6,Jeffrey1:9.6,Marcus17:9.0,Karen13:9.4,Ryan18:8.6,Frank8:9.1,Joeseph9:9.1,Jose15:9.6,Martin16:9.3,Khoman 6:8.6,Jessica10:8.7,Jonathan5:9.0,Tom11:8.7,Michael7:8.9,Vivien3:8.7,Alex2:9.6,John4:9.1
0.1,Max14:9.2,Sherman12:8.8,Chris20:10.5,Danny19:11.7,Jeffrey1:10.1,Marcus17:8.4,Karen13:9.7,Ryan18:8.0,Frank8:9.2,Joeseph9:8.0,Jose15:8.1,Martin16:10.4,Khoman 6:8.8,Jessica10:7.4,Jonathan5:9.5,Tom11:9.4,Michael7:8.1,Vivien3:9.4,Alex2:7.2,John4:9.2
0.2,Max14:9.2,Sherman12:8.8,Chris20:10.5,Danny19:11.7,Jeffrey1:10.0,Marcus17:8.5,Karen13:9.7,Ryan18:8.0,Frank8:9.2,Joeseph9:8.0,Jose15:8.2,Martin16:10.3,Khoman 6:8.8,Jessica10:7.5,Jonathan5:9.5,Tom11:9.4,Michael7:8.1,Vivien3:9.4,Alex2:7.1,John4:9.2
0.1,Max14:9.1,Sherman12:8.8,Chris20:10.6,Danny19:11.7,Jeffrey1:10.2,Marcus17:8.4,Karen13:9.7,Ryan18:7.9,Frank8:9.2,Joeseph9:7.9,Jose15:8.2,Martin16:10.4,Khoman 6:8.8,Jessica10:7.4,Jonathan5:9.5,Tom11:9.4,Michael7:8.1,Vivien3:9.4,Alex2:7.1,John4:9.2
0.1,Max14:9.1,Sherman12:8.8,Chris20:10.6,Danny19:11.7,Jeffrey1:10.1,Marcus17:8.5,Karen13:9.7,Ryan18:7.9,Frank8:9.2,Joeseph9:7.9,Jose15:8.3,Martin16:10.3,Khoman 6:8.8,Jessica10:7.5,Jonathan5:9.5,Tom11:9.4,Michael7:8.1,Vivien3:9.4,Alex2:7.0,John4:9.2
0.1,Max14:9.2,Sherman12:8.8,Chris20:10.6,Danny19:11.7,Jeffrey1:10.1,Marcus17:8.5,Karen13:9.7,Ryan18:7.9,Frank8:9.2,Joeseph9:7.9,Jose15:8.3,Martin16:10.3,Khoman 6:8.8,Jessica10:7.5,Jonathan5:9.5,Tom11:9.4,Michael7:8.2,Vivien3:9.3,Alex2:7.0,John4:9.2
0.0,Max14:9.2,Sherman12:8.8,Chris20:10.6,Danny19:11.7,Jeffrey1:10.2,Marcus17:8.4,Karen13:9.7,Ryan18:7.8,Frank8:9.2,Joeseph9:7.9,Jose15:8.2,Martin16:10.3,Khoman 6:8.8,Jessica10:7.4,Jonathan5:9.5,Tom11:9.4,Michael7:8.1,Vivien3:9.4,Alex2:6.9,John4:9.2
0.9,Max14:8.9,Sherman12:9.1,Chris20:9.2,Danny19:9.0,Jeffrey1:9.2,Marcus17:8.8,Karen13:9.1,Ryan18:8.8,Frank8:9.1,Joeseph9:8.8,Jose15:9.1,Martin16:9.1,Khoman 6:8.8,Jessica10:8.9,Jonathan5:9.1,Tom11:9.0,Michael7:9.0,Vivien3:9.0,Alex2:8.8,John4:9.0
0.8,Max14:8.8,Sherman12:9.2,Chris20:9.4,Danny19:9.0,Jeffrey1:9.4,Marcus17:8.6,Karen13:9.2,Ryan18:8.6,Frank8:9.2,Joeseph9:8.6,Jose15:9.2,Martin16:9.2,Khoman 6:8.6,Jessica10:8.8,Jonathan5:9.2,Tom11:9.0,Michael7:9.0,Vivien3:9.0,Alex2:8.6,John4:9.0
0.55,Max14:8.7,Sherman12:9.3,Chris20:9.6,Danny19:9.0,Jeffrey1:9.6,Marcus17:8.5,Karen13:9.3,Ryan18:8.5,Frank8:9.3,Joeseph9:8.5,Jose15:9.3,Martin16:9.3,Khoman 6:8.5,Jessica10:8.7,Jonathan5:9.3,Tom11:9.0,Michael7:9.0,Vivien3:9.0,Alex2:8.4,John4:9.0
0.6,Max14:8.6,Sherman12:9.4,Chris20:9.7,Danny19:9.0,Jeffrey1:9.7,Marcus17:8.4,Karen13:9.3,Ryan18:8.5,Frank8:9.3,Joeseph9:8.4,Jose15:9.3,Martin16:9.4,Khoman 6:8.4,Jessica10:8.6,Jonathan5:9.4,Tom11:9.0,Michael7:9.0,Vivien3:9.0,Alex2:8.3,John4:9.0
0.55,Max14:8.6,Sherman12:9.5,Chris20:9.8,Danny19:8.9,Jeffrey1:9.7,Marcus17:8.3,Karen13:9.3,Ryan18:8.5,Frank8:9.4,Joeseph9:8.3,Jose15:9.4,Martin16:9.4,Khoman 6:8.3,Jessica10:8.6,Jonathan5:9.5,Tom11:9.1,Michael7:8.9,Vivien3:9.0,Alex2:8.2,John4:9.0
0.55,Max14:8.6,Sherman12:9.5,Chris20:9.9,Danny19:8.9,Jeffrey1:9.7,Marcus17:8.2,Karen13:9.3,Ryan18:8.6,Frank8:9.4,Joeseph9:8.3,Jose15:9.5,Martin16:9.4,Khoman 6:8.2,Jessica10:8.6,Jonathan5:9.6,Tom11:9.2,Michael7:8.8,Vivien3:9.0,Alex2:8.1,John4:9.0
0.7,Max14:8.6,Sherman12:9.6,Chris20:10.0,Danny19:8.9,Jeffrey1:9.7,Marcus17:8.1,Karen13:9.3,Ryan18:8.6,Frank8:9.4,Joeseph9:8.2,Jose15:9.6,Martin16:9.4,Khoman 6:8.2,Jessica10:8.6,Jonathan5:9.7,Tom11:9.2,Michael7:8.8,Vivien3:9.1,Alex2:8.0,John4:9.1
0.6,Max14:8.6,Sherman12:9.7,Chris20:10.0,Danny19:8.8,Jeffrey1:9.7,Marcus17:8.0,Karen13:9.3,Ryan18:8.6,Frank8:9.5,Joeseph9:8.1,Jose15:9.7,Martin16:9.4,Khoman 6:8.2,Jessica10:8.6,Jonathan5:9.8,Tom11:9.3,Michael7:8.7,Vivien3:9.1,Alex2:7.9,John4:9.1
0.7,Max14:8.5,Sherman12:9.7,Chris20:10.1,Danny19:8.8,Jeffrey1:9.7,Marcus17:7.9,Karen13:9.3,Ryan18:8.7,Frank8:9.5,Joeseph9:8.1,Jose15:9.8,Martin16:9.5,Khoman 6:8.2,Jessica10:8.5,Jonathan5:9.9,Tom11:9.3,Michael7:8.7,Vivien3:9.1,Alex2:7.8,John4:9.1
0.55,Max14:8.5,Sherman12:9.8,Chris20:10.1,Danny19:8.7,Jeffrey1:9.7,Marcus17:7.8,Karen13:9.3,Ryan18:8.7,Frank8:9.6,Joeseph9:8.1,Jose15:9.9,Martin16:9.5,Khoman 6:8.2,Jessica10:8.5,Jonathan5:10.0,Tom11:9.3,Michael7:8.7,Vivien3:9.0,Alex2:7.8,John4:9.1
0.55,Max14:8.5,Sherman12:9.8,Chris20:10.2,Danny19:8.8,Jeffrey1:9.7,Marcus17:7.7,Karen13:9.3,Ryan18:8.7,Frank8:9.6,Joeseph9:8.1,Jose15:10.0,Martin16:9.6,Khoman 6:8.2,Jessica10:8.4,Jonathan5:10.0,Tom11:9.3,Michael7:8.7,Vivien3:8.9,Alex2:7.8,John4:9.0
0.6,Max14:8.5,Sherman12:9.7,Chris20:10.2,Danny19:8.8,Jeffrey1:9.6,Marcus17:7.7,Karen13:9.3,Ryan18:8.7,Frank8:9.6,Joeseph9:8.1,Jose15:10.1,Martin16:9.6,Khoman 6:8.2,Jessica10:8.4,Jonathan5:10.1,Tom11:9.4,Michael7:8.6,Vivien3:8.9,Alex2:7.7,John4:9.0
0.6,Max14:8.5,Sherman12:9.7,Chris20:10.3,Danny19:8.8,Jeffrey1:9.6,Marcus17:7.6,Karen13:9.3,Ryan18:8.7,Frank8:9.6,Joeseph9:8.0,Jose15:10.1,Martin16:9.6,Khoman 6:8.2,Jessica10:8.3,Jonathan5:10.1,Tom11:9.4,Michael7:8.6,Vivien3:8.9,Alex2:7.7,John4:9.0
0.65,Max14:8.5,Sherman12:9.7,Chris20:10.3,Danny19:8.7,Jeffrey1:9.6,Marcus17:7.5,Karen13:9.3,Ryan18:8.7,Frank8:9.6,Joeseph9:8.0,Jose15:10.2,Martin16:9.6,Khoman 6:8.2,Jessica10:8.3,Jonathan5:10.2,Tom11:9.5,Michael7:8.5,Vivien3:8.9,Alex2:7.7,John4:9.0
0.5,Max14:8.6,Sherman12:9.7,Chris20:10.4,Danny19:8.7,Jeffrey1:9.6,Marcus17:7.4,Karen13:9.3,Ryan18:8.7,Frank8:9.7,Joeseph9:7.9,Jose15:10.2,Martin16:9.6,Khoman 6:8.2,Jessica10:8.2,Jonathan5:10.2,Tom11:9.5,Michael7:8.5,Vivien3:8.9,Alex2:7.7,John4:9.0
0.7,Max14:8.6,Sherman12:9.6,Chris20:10.5,Danny19:8.7,Jeffrey1:9.6,Marcus17:7.3,Karen13:9.2,Ryan18:8.7,Frank8:9.7,Joeseph9:7.9,Jose15:10.3,Martin16:9.6,Khoman 6:8.2,Jessica10:8.2,Jonathan5:10.3,Tom11:9.5,Michael7:8.5,Vivien3:8.9,Alex2:7.6,John4:9.0
0.6,Max14:8.6,Sherman12:9.6,Chris20:10.5,Danny19:8.7,Jeffrey1:9.6,Marcus17:7.2,Karen13:9.2,Ryan18:8.7,Frank8:9.8,Joeseph9:7.9,Jose15:10.3,Martin16:9.6,Khoman 6:8.2,Jessica10:8.1,Jonathan5:10.4,Tom11:9.5,Michael7:8.5,Vivien3:8.9,Alex2:7.6,John4:9.0
0.65,Max14:8.6,Sherman12:9.6,Chris20:10.5,Danny19:8.7,Jeffrey1:9.6,Marcus17:7.2,Karen13:9.2,Ryan18:8.7,Frank8:9.8,Joeseph9:7.9,Jose15:10.3,Martin16:9.6,Khoman 6:8.2,Jessica10:8.1,Jonathan5:10.5,Tom11:9.6,Michael7:8.4,Vivien3:8.9,Alex2:7.5,John4:9.1
0.75,Max14:8.6,Sherman12:9.6,Chris20:10.6,Danny19:8.7,Jeffrey1:9.6,Marcus17:7.1,Karen13:9.2,Ryan18:8.7,Frank8:9.8,Joeseph9:7.9,Jose15:10.3,Martin16:9.7,Khoman 6:8.2,Jessica10:8.0,Jonathan5:10.5,Tom11:9.6,Michael7:8.4,Vivien3:8.9,Alex2:7.5,John4:9.1
0.65,Max14:8.6,Sherman12:9.6,Chris20:10.6,Danny19:8.6,Jeffrey1:9.6,Marcus17:7.1,Karen13:9.2,Ryan18:8.7,Frank8:9.9,Joeseph9:7.9,Jose15:10.4,Martin16:9.7,Khoman 6:8.2,Jessica10:8.0,Jonathan5:10.5,Tom11:9.6,Michael7:8.4,Vivien3:8.9,Alex2:7.5,John4:9.1
0.6,Max14:8.6,Sherman12:9.6,Chris20:10.6,Danny19:8.7,Jeffrey1:9.6,Marcus17:7.1,Karen13:9.2,Ryan18:8.7,Frank8:9.9,Joeseph9:7.8,Jose15:10.4,Martin16:9.8,Khoman 6:8.1,Jessica10:7.9,Jonathan5:10.5,Tom11:9.6,Michael7:8.4,Vivien3:8.9,Alex2:7.4,John4:9.1
0.55,Max14:8.6,Sherman12:9.6,Chris20:10.6,Danny19:8.6,Jeffrey1:9.5,Marcus17:7.1,Karen13:9.1,Ryan18:8.8,Frank8:9.9,Joeseph9:7.8,Jose15:10.5,Martin16:9.8,Khoman 6:8.1,Jessica10:7.9,Jonathan5:10.5,Tom11:9.6,Michael7:8.4,Vivien3:8.9,Alex2:7.4,John4:9.1
0.7,Max14:8.6,Sherman12:9.6,Chris20:10.6,Danny19:8.6,Jeffrey1:9.5,Marcus17:7.0,Karen13:9.1,Ryan18:8.8,Frank8:9.9,Joeseph9:7.7,Jose15:10.5,Martin16:9.8,Khoman 6:8.1,Jessica10:7.9,Jonathan5:10.6,Tom11:9.7,Michael7:8.4,Vivien3:8.9,Alex2:7.3,John4:9.1
0.7,Max14:8.6,Sherman12:9.6,Chris20:10.6,Danny19:8.6,Jeffrey1:9.5,Marcus17:7.0,Karen13:9.1,Ryan18:8.9,Frank8:9.9,Joeseph9:7.7,Jose15:10.6,Martin16:9.8,Khoman 6:8.1,Jessica10:7.9,Jonathan5:10.6,Tom11:9.7,Michael7:8.4,Vivien3:8.9,Alex2:7.3,John4:9.1
0.55,Max14:8.6,Sherman12:9.6,Chris20:10.6,Danny19:8.6,Jeffrey1:9.5,Marcus17:7.0,Karen13:9.1,Ryan18:9.0,Frank8:9.9,Joeseph9:7.7,Jose15:10.7,Martin16:9.8,Khoman 6:8.1,Jessica10:7.9,Jonathan5:10.6,Tom11:9.7,Michael7:8.4,Vivien3:8.9,Alex2:7.3,John4:9.1
0.75,Max14:8.6,Sherman12:9.6,Chris20:10.6,Danny19:8.6,Jeffrey1:9.5,Marcus17:6.9,Karen13:9.2,Ryan18:8.9,Frank8:9.9,Joeseph9:7.6,Jose15:10.7,Martin16:9.8,Khoman 6:8.1,Jessica10:7.9,Jonathan5:10.7,Tom11:9.8,Michael7:8.3,Vivien3:8.9,Alex2:7.2,John4:9.2
0.65,Max14:8.6,Sherman12:9.6,Chris20:10.6,Danny19:8.6,Jeffrey1:9.5,Marcus17:6.9,Karen13:9.2,Ryan18:9.0,Frank8:10.0,Joeseph9:7.6,Jose15:10.8,Martin16:9.8,Khoman 6:8.1,Jessica10:7.9,Jonathan5:10.7,Tom11:9.8,Michael7:8.3,Vivien3:8.8,Alex2:7.2,John4:9.2
0.5,Max14:8.6,Sherman12:9.6,Chris20:10.6,Danny19:8.6,Jeffrey1:9.5,Marcus17:6.8,Karen13:9.1,Ryan18:9.1,Frank8:10.0,Joeseph9:7.6,Jose15:10.9,Martin16:9.8,Khoman 6:8.1,Jessica10:7.9,Jonathan5:10.7,Tom11:9.7,Michael7:8.4,Vivien3:8.8,Alex2:7.2,John4:9.2
0.45,Max14:8.6,Sherman12:9.6,Chris20:10.6,Danny19:8.6,Jeffrey1:9.5,Marcus17:6.8,Karen13:9.1,Ryan18:9.1,Frank8:10.0,Joeseph9:7.6,Jose15:10.9,Martin16:9.8,Khoman 6:8.0,Jessica10:7.9,Jonathan5:10.7,Tom11:9.7,Michael7:8.4,Vivien3:8.8,Alex2:7.2,John4:9.2
0.6,Max14:8.6,Sherman12:9.6,Chris20:10.6,Danny19:8.7,Jeffrey1:9.5,Marcus17:6.8,Karen13:9.1,Ryan18:9.1,Frank8:10.0,Joeseph9:7.6,Jose15:10.9,Martin16:9.8,Khoman 6:8.0,Jessica10:7.9,Jonathan5:10.7,Tom11:9.7,Michael7:8.4,Vivien3:8.8,Alex2:7.2,John4:9.2
0.5,Max14:8.6,Sherman12:9.6,Chris20:10.5,Danny19:8.7,Jeffrey1:9.5,Marcus17:6.8,Karen13:9.1,Ryan18:9.1,Frank8:10.0,Joeseph9:7.6,Jose15:10.9,Martin16:9.8,Khoman 6:7.9,Jessica10:7.9,Jonathan5:10.8,Tom11:9.7,Michael7:8.4,Vivien3:8.8,Alex2:7.2,John4:9.2
0.5,Max14:8.7,Sherman12:9.6,Chris20:10.6,Danny19:8.7,Jeffrey1:9.5,Marcus17:6.8,Karen13:9.1,Ryan18:9.1,Frank8:10.1,Joeseph9:7.6,Jose15:10.9,Martin16:9.8,Khoman 6:7.9,Jessica10:7.8,Jonathan5:10.8,Tom11:9.7,Michael7:8.4,Vivien3:8.8,Alex2:7.2,John4:9.2
0.6,Max14:8.6,Sherman12:9.6,Chris20:10.6,Danny19:8.7,Jeffrey1:9.5,Marcus17:6.9,Karen13:9.1,Ryan18:9.1,Frank8:10.0,Joeseph9:7.6,Jose15:10.9,Martin16:9.8,Khoman 6:7.9,Jessica10:7.8,Jonathan5:10.9,Tom11:9.7,Michael7:8.4,Vivien3:8.8,Alex2:7.2,John4:9.2
0.5,Max14:8.7,Sherman12:9.6,Chris20:10.6,Danny19:8.7,Jeffrey1:9.5,Marcus17:6.8,Karen13:9.1,Ryan18:9.1,Frank8:10.1,Joeseph9:7.6,Jose15:10.9,Martin16:9.7,Khoman 6:7.9,Jessica10:7.8,Jonathan5:10.9,Tom11:9.7,Michael7:8.4,Vivien3:8.8,Alex2:7.2,John4:9.2
0.65,Max14:8.6,Sherman12:9.6,Chris20:10.6,Danny19:8.7,Jeffrey1:9.5,Marcus17:6.8,Karen13:9.1,Ryan18:9.1,Frank8:10.0,Joeseph9:7.6,Jose15:10.9,Martin16:9.8,Khoman 6:7.9,Jessica10:7.8,Jonathan5:10.9,Tom11:9.7,Michael7:8.4,Vivien3:8.8,Alex2:7.2,John4:9.2
0.6,Max14:8.6,Sherman12:9.6,Chris20:10.6,Danny19:8.7,Jeffrey1:9.5,Marcus17:6.8,Karen13:9.1,Ryan18:9.1,Frank8:10.1,Joeseph9:7.6,Jose15:10.9,Martin16:9.8,Khoman 6:7.9,Jessica10:7.8,Jonathan5:10.9,Tom11:9.7,Michael7:8.4,Vivien3:8.8,Alex2:7.2,John4:9.2
0.6,Max14:8.6,Sherman12:9.6,Chris20:10.6,Danny19:8.7,Jeffrey1:9.5,Marcus17:6.8,Karen13:9.1,Ryan18:9.1,Frank8:10.1,Joeseph9:7.6,Jose15:10.9,Martin16:9.8,Khoman 6:7.9,Jessica10:7.8,Jonathan5:10.9,Tom11:9.7,Michael7:8.4,Vivien3:8.8,Alex2:7.2,John4:9.2
1.0,Max14:8.8,Sherman12:9.2,Chris20:9.2,Danny19:9.0,Jeffrey1:9.0,Marcus17:8.8,Karen13:9.2,Ryan18:8.9,Frank8:8.9,Joeseph9:8.9,Jose15:9.0,Martin16:9.1,Khoman 6:8.8,Jessica10:9.0,Jonathan5:9.2,Tom11:8.9,Michael7:8.9,Vivien3:9.0,Alex2:8.8,John4:9.1
0.8333333333333334,Max14:8.6,Sherman12:9.4,Chris20:9.4,Danny19:9.0,Jeffrey1:9.0,Marcus17:8.6,Karen13:9.4,Ryan18:8.8,Frank8:8.8,Joeseph9:8.8,Jose15:9.0,Martin16:9.2,Khoman 6:8.6,Jessica10:9.0,Jonathan5:9.4,Tom11:8.9,Michael7:8.8,Vivien3:9.0,Alex2:8.6,John4:9.2
0.8,Max14:8.6,Sherman12:9.5,Chris20:9.5,Danny19:9.0,Jeffrey1:9.1,Marcus17:8.4,Karen13:9.4,Ryan18:8.7,Frank8:8.8,Joeseph9:8.7,Jose15:9.0,Martin16:9.3,Khoman 6:8.6,Jessica10:9.0,Jonathan5:9.4,Tom11:8.9,Michael7:8.8,Vivien3:9.0,Alex2:8.5,John4:9.2
0.8,Max14:8.6,Sherman12:9.6,Chris20:9.6,Danny19:9.1,Jeffrey1:9.2,Marcus17:8.2,Karen13:9.4,Ryan18:8.6,Frank8:8.8,Joeseph9:8.7,Jose15:9.0,Martin16:9.4,Khoman 6:8.6,Jessica10:9.0,Jonathan5:9.4,Tom11:8.9,Michael7:8.8,Vivien3:8.9,Alex2:8.4,John4:9.2
0.8,Max14:8.6,Sherman12:9.7,Chris20:9.7,Danny19:9.1,Jeffrey1:9.2,Marcus17:8.1,Karen13:9.4,Ryan18:8.5,Frank8:8.8,Joeseph9:8.7,Jose15:9.0,Martin16:9.5,Khoman 6:8.6,Jessica10:9.0,Jonathan5:9.4,Tom11:8.9,Michael7:8.8,Vivien3:8.8,Alex2:8.4,John4:9.2
0.7333333333333333,Max14:8.6,Sherman12:9.8,Chris20:9.8,Danny19:9.1,Jeffrey1:9.2,Marcus17:8.0,Karen13:9.4,Ryan18:8.5,Frank8:8.8,Joeseph9:8.6,Jose15:9.1,Martin16:9.5,Khoman 6:8.5,Jessica10:9.0,Jonathan5:9.4,Tom11:8.9,Michael7:8.8,Vivien3:8.8,Alex2:8.3,John4:9.2
0.7666666666666667,Max14:8.6,Sherman12:9.8,Chris20:9.9,Danny19:9.1,Jeffrey1:9.2,Marcus17:7.9,Karen13:9.4,Ryan18:8.4,Frank8:8.8,Joeseph9:8.6,Jose15:9.1,Martin16:9.6,Khoman 6:8.5,Jessica10:9.0,Jonathan5:9.5,Tom11:8.9,Michael7:8.7,Vivien3:8.8,Alex2:8.3,John4:9.2
0.8,Max14:8.6,Sherman12:9.8,Chris20:10.0,Danny19:9.1,Jeffrey1:9.2,Marcus17:7.8,Karen13:9.4,Ryan18:8.4,Frank8:8.8,Joeseph9:8.6,Jose15:9.2,Martin16:9.7,Khoman 6:8.5,Jessica10:9.0,Jonathan5:9.5,Tom11:8.9,Michael7:8.6,Vivien3:8.8,Alex2:8.3,John4:9.2
0.7666666666666667,Max14:8.6,Sherman12:9.8,Chris20:10.1,Danny19:9.1,Jeffrey1:9.2,Marcus17:7.7,Karen13:9.4,Ryan18:8.4,Frank8:8.9,Joeseph9:8.6,Jose15:9.3,Martin16:9.7,Khoman 6:8.5,Jessica10:9.0,Jonathan5:9.5,Tom11:8.9,Michael7:8.5,Vivien3:8.8,Alex2:8.3,John4:9.2
0.8,Max14:8.6,Sherman12:9.9,Chris20:10.2,Danny19:9.0,Jeffrey1:9.2,Marcus17:7.6,Karen13:9.4,Ryan18:8.4,Frank8:8.9,Joeseph9:8.6,Jose15:9.3,Martin16:9.8,Khoman 6:8.4,Jessica10:9.0,Jonathan5:9.6,Tom11:8.9,Michael7:8.5,Vivien3:8.8,Alex2:8.3,John4:9.2
0.7666666666666667,Max14:8.6,Sherman12:9.9,Chris20:10.3,Danny19:9.0,Jeffrey1:9.2,Marcus17:7.5,Karen13:9.4,Ryan18:8.4,Frank8:9.0,Joeseph9:8.6,Jose15:9.4,Martin16:9.8,Khoman 6:8.4,Jessica10:9.0,Jonathan5:9.6,Tom11:8.9,Michael7:8.4,Vivien3:8.8,Alex2:8.3,John4:9.2
